SITE_ID,SITE,LONGITUDE,LATITUDE,climFileName
2685,21-062 Reef,147.73229637193438,-18.18576422582417,21-062Reef_clim-SSTAARS.csv
2686,21-139 Reef,147.73229637193438,-18.18576422582417,21-139Reef_clim-SSTAARS.csv
2687,21-187 Reef,147.73229637193438,-18.18576422582417,21-187Reef_clim-SSTAARS.csv
2688,Mackay Reef,147.73229637193438,-18.18576422582417,MackayReef_clim-SSTAARS.csv
2689,St Crispin Reef,147.73229637193438,-18.18576422582417,StCrispinReef_clim-SSTAARS.csv
2690,Opal Reef,147.73229637193438,-18.18576422582417,OpalReef_clim-SSTAARS.csv
2691,Michaelmas Reef,147.73229637193438,-18.18576422582417,MichaelmasReef_clim-SSTAARS.csv
2692,Peart Reef,147.73229637193438,-18.18576422582417,PeartReef_clim-SSTAARS.csv
2693,Feather Reef,147.73229637193438,-18.18576422582417,FeatherReef_clim-SSTAARS.csv
2700,Horseshoe Reef,147.73229637193438,-18.18576422582417,HorseshoeReef_clim-SSTAARS.csv
2701,Hedley Reef,147.73229637193438,-18.18576422582417,HedleyReef_clim-SSTAARS.csv
2702,McCulloch Reef,147.73229637193438,-18.18576422582417,McCullochReef_clim-SSTAARS.csv
2703,Farquharson Reef,147.73229637193438,-18.18576422582417,FarquharsonReef_clim-SSTAARS.csv
2704,Taylor Reef,147.73229637193438,-18.18576422582417,TaylorReef_clim-SSTAARS.csv
2705,Roxburgh Reef,147.73229637193438,-18.18576422582417,RoxburghReef_clim-SSTAARS.csv
2706,Fore And Aft Reef,147.73229637193438,-18.18576422582417,ForeAndAftReef_clim-SSTAARS.csv
2707,Helix Reef,147.73229637193438,-18.18576422582417,HelixReef_clim-SSTAARS.csv
2708,Grub Reef,147.73229637193438,-18.18576422582417,GrubReef_clim-SSTAARS.csv
2709,Knife Reef,147.73229637193438,-18.18576422582417,KnifeReef_clim-SSTAARS.csv
2710,Centipede Reef,147.73229637193438,-18.18576422582417,CentipedeReef_clim-SSTAARS.csv
2711,Tern Reef,147.73229637193438,-18.18576422582417,TernReef_clim-SSTAARS.csv
2712,Pompey Reef (No 1),147.73229637193438,-18.18576422582417,PompeyReefNo1_clim-SSTAARS.csv
2713,Penrith Reef,147.73229637193438,-18.18576422582417,PenrithReef_clim-SSTAARS.csv
2714,21-591 Reef,147.73229637193438,-18.18576422582417,21-591Reef_clim-SSTAARS.csv
2715,21-550 Reef,147.73229637193438,-18.18576422582417,21-550Reef_clim-SSTAARS.csv
2760,Gannet Cay Reef,147.73229637193438,-18.18576422582417,GannetCayReef_clim-SSTAARS.csv
2842,Martin,147.73229637193438,-18.18576422582417,Martin_clim-SSTAARS.csv
2844,No Name,147.73229637193438,-18.18576422582417,NoName_clim-SSTAARS.csv
3020,Bedarra Island,147.73229637193438,-18.18576422582417,BedarraIsland_clim-SSTAARS.csv
3123,Hastings Reef,147.73229637193438,-18.18576422582417,HastingsReef_clim-SSTAARS.csv
3140,Repulse,147.73229637193438,-18.18576422582417,Repulse_clim-SSTAARS.csv
3340,Holbourne Island East,147.73229637193438,-18.18576422582417,HolbourneIslandEast_clim-SSTAARS.csv
3341,Camp Island East,147.73229637193438,-18.18576422582417,CampIslandEast_clim-SSTAARS.csv
3460,Lagoon Reef,147.73229637193438,-18.18576422582417,LagoonReef_clim-SSTAARS.csv
3480,Curd Reef,147.73229637193438,-18.18576422582417,CurdReef_clim-SSTAARS.csv
3500,Moore Reef-Coral Sea,147.73229637193438,-18.18576422582417,MooreReef-CoralSea_clim-SSTAARS.csv
3702,Agincourt Reef Number 1,147.73229637193438,-18.18576422582417,AgincourtReefNumber1_clim-SSTAARS.csv
